gameID,homeTeam,awayTeam,winTeam,loseTeam,date
984,16,1,,,03/09/22
985,11,13,,,03/09/22
986,17,20,,,03/09/22
987,18,21,,,03/09/22
988,7,19,,,03/09/22
989,26,27,,,03/09/22
990,25,8,,,03/09/22
991,28,24,,,03/09/22
992,30,29,,,03/09/22
993,22,3,,,03/10/22
994,8,10,,,03/10/22
995,21,17,,,03/11/22
996,1,30,,,03/11/22
997,2,9,,,03/11/22
998,11,7,,,03/11/22
999,14,19,,,03/11/22
1000,15,6,,,03/11/22
1001,18,4,,,03/11/22
1002,26,28,,,03/11/22
1003,23,27,,,03/11/22
1004,13,29,,,03/11/22
1005,5,6,,,03/12/22
1006,15,17,,,03/12/22
1007,26,12,,,03/12/22
1008,10,16,,,03/12/22
1009,8,27,,,03/12/22
1010,24,29,,,03/12/22
1011,28,25,,,03/12/22
1012,3,19,,,03/13/22
1013,9,30,,,03/13/22
1014,2,7,,,03/13/22
1015,21,22,,,03/13/22
1016,1,12,,,03/13/22
1017,18,11,,,03/13/22
1018,20,14,,,03/13/22
1019,23,13,,,03/13/22
1020,6,30,,,03/14/22
1021,1,24,,,03/14/22
1022,20,4,,,03/14/22
1023,22,8,,,03/14/22
1024,26,17,,,03/14/22
1025,10,29,,,03/14/22
1026,25,5,,,03/14/22
1027,13,27,,,03/14/22
1028,28,16,,,03/14/22
1029,12,14,,,03/15/22
1030,21,3,,,03/15/22
1031,15,9,,,03/15/22
1032,18,23,,,03/15/22
1033,4,1,,,03/16/22
1034,6,22,,,03/16/22
1035,29,8,,,03/16/22
1036,3,7,,,03/16/22
1037,19,24,,,03/16/22
1038,11,23,,,03/16/22
1039,17,13,,,03/16/22
1040,26,20,,,03/16/22
1041,28,5,,,03/16/22
1042,10,2,,,03/16/22
1043,25,16,,,03/16/22
1044,30,27,,,03/16/22
1045,21,9,,,03/17/22
1046,22,7,,,03/18/22
1047,1,14,,,03/18/22
1048,3,24,,,03/18/22
1049,6,8,,,03/18/22
1050,19,29,,,03/18/22
1051,27,13,,,03/18/22
1052,11,12,,,03/18/22
1053,15,20,,,03/18/22
1054,26,18,,,03/18/22
1055,28,30,,,03/18/22
1056,23,5,,,03/18/22
1057,25,2,,,03/18/22
1058,17,16,,,03/19/22
1059,4,7,,,03/19/22
1060,6,9,,,03/19/22
1061,29,13,,,03/19/22
1062,11,14,,,03/20/22
1063,12,24,,,03/20/22
1064,1,18,,,03/20/22
1065,21,20,,,03/20/22
1066,25,23,,,03/20/22
1067,19,28,,,03/20/22
1068,8,2,,,03/20/22
1069,10,26,,,03/20/22
1070,22,27,,,03/20/22
1071,4,18,,,03/21/22
1072,6,13,,,03/21/22
1073,9,24,,,03/21/22
1074,22,15,,,03/21/22
1075,3,28,,,03/21/22
1076,5,27,,,03/21/22
1077,11,29,,,03/21/22
1078,20,2,,,03/21/22
1079,7,17,,,03/21/22
1080,21,10,,,03/22/22
1081,19,1,,,03/22/22
1082,16,5,,,03/22/22
1083,8,30,,,03/22/22
1084,4,19,,,03/23/22
1085,9,1,,,03/23/22
1086,12,25,,,03/23/22
1087,2,28,,,03/23/22
1088,14,3,,,03/23/22
1089,15,10,,,03/23/22
1090,17,23,,,03/23/22
1091,20,21,,,03/23/22
1092,7,11,,,03/23/22
1093,13,22,,,03/23/22
1094,24,26,,,03/23/22
1095,27,6,,,03/24/22
1096,14,12,,,03/24/22
1097,16,29,,,03/24/22
1098,18,5,,,03/24/22
1099,8,23,,,03/24/22
1100,4,28,,,03/25/22
1101,9,29,,,03/25/22
1102,1,10,,,03/25/22
1103,15,19,,,03/25/22
1104,17,7,,,03/25/22
1105,24,11,,,03/25/22
1106,30,22,,,03/25/22
1107,18,26,,,03/26/22
1108,21,25,,,03/26/22
1109,27,12,,,03/26/22
1110,6,5,,,03/26/22
1111,14,16,,,03/26/22
1112,15,3,,,03/26/22
1113,8,20,,,03/26/22
1114,24,11,,,03/26/22
1115,9,19,,,03/27/22
1116,2,17,,,03/27/22
1117,23,22,,,03/27/22
1118,29,10,,,03/27/22
1119,18,13,,,03/27/22
1120,3,4,,,03/27/22
1121,7,28,,,03/27/22
1122,4,8,,,03/28/22
1123,6,21,,,03/28/22
1124,12,1,,,03/28/22
1125,15,25,,,03/28/22
1126,19,5,,,03/28/22
1127,27,2,,,03/28/22
1128,11,26,,,03/28/22
1129,14,10,,,03/28/22
1130,24,20,,,03/28/22
1131,22,16,,,03/29/22
1132,29,5,,,03/29/22
1133,3,9,,,03/29/22
1134,7,13,,,03/29/22
1135,30,28,,,03/29/22
1136,6,7,,,03/30/22
1137,12,8,,,03/30/22
1138,29,21,,,03/30/22
1139,2,15,,,03/30/22
1140,19,4,,,03/30/22
1141,27,17,,,03/30/22
1142,11,25,,,03/30/22
1143,20,1,,,03/30/22
1144,26,14,,,03/30/22
1145,10,23,,,03/30/22
1146,24,18,,,03/30/22
1147,9,22,,,03/31/22
1148,3,16,,,03/31/22
1149,5,30,,,03/31/22
1150,28,13,,,03/31/22
1151,21,27,,,04/01/22
1152,29,7,,,04/01/22
1153,2,12,,,04/01/22
1154,11,25,,,04/01/22
1155,14,23,,,04/01/22
1156,16,30,,,04/01/22
1157,20,9,,,04/01/22
1158,26,24,,,04/01/22
1159,8,17,,,04/01/22
1160,13,18,,,04/01/22
1161,22,4,,,04/02/22
1162,19,6,,,04/02/22
1163,1,3,,,04/02/22
1164,5,15,,,04/02/22
1165,10,28,,,04/02/22
1166,16,7,,,04/03/22
1167,2,29,,,04/03/22
1168,13,8,,,04/03/22
1169,12,9,,,04/03/22
1170,6,22,,,04/03/22
1171,21,19,,,04/03/22
1172,11,17,,,04/03/22
1173,27,15,,,04/03/22
1174,26,24,,,04/03/22
1175,20,23,,,04/03/22
1176,25,10,,,04/03/22
1177,30,18,,,04/03/22
1178,12,22,,,04/05/22
1179,21,6,,,04/05/22
1180,3,11,,,04/05/22
1181,15,4,,,04/05/22
1182,27,1,,,04/05/22
1183,5,16,,,04/05/22
1184,17,29,,,04/05/22
1185,20,24,,,04/05/22
1186,8,26,,,04/05/22
1187,28,14,,,04/05/22
1188,25,18,,,04/05/22
1189,23,13,,,04/05/22
1190,9,7,,,04/06/22
1191,19,3,,,04/06/22
1192,5,2,,,04/06/22
1193,1,29,,,04/06/22
1194,28,20,,,04/06/22
1195,30,23,,,04/06/22
1196,4,21,,,04/07/22
1197,16,2,,,04/07/22
1198,27,22,,,04/07/22
1199,17,26,,,04/07/22
1200,18,24,,,04/07/22
1201,8,14,,,04/07/22
1202,10,13,,,04/07/22
1203,29,19,,,04/08/22
1204,9,16,,,04/08/22
1205,3,6,,,04/08/22
1206,27,11,,,04/08/22
1207,15,1,,,04/08/22
1208,5,4,,,04/08/22
1209,7,24,,,04/08/22
1210,28,23,,,04/08/22
1211,13,20,,,04/08/22
1212,30,25,,,04/09/22
1213,26,10,,,04/09/22
1214,14,18,,,04/09/22
1215,22,12,,,04/09/22
1216,24,28,,,04/10/22
1217,23,25,,,04/10/22
1218,22,9,,,04/10/22
1219,21,15,,,04/10/22
1220,19,27,,,04/10/22
1221,18,10,,,04/10/22
1222,17,5,,,04/10/22
1223,14,2,,,04/10/22
1224,30,20,,,04/10/22
1225,11,1,,,04/10/22
1226,8,13,,,04/10/22
1227,7,26,,,04/10/22
1228,6,16,,,04/10/22
1229,4,29,,,04/10/22
1230,3,12,,,04/10/22
